,brandnm,goodsnm,USER,reg_date,order_date,p_type,sub_type,app_yn,days,day_type,month,How_long
465,Gucci,padlock GG canvas shoulder bag,a1146405,2021-02-14,2021-02-24,7days,BA,Y,수요일,주중,02,10
466,Adidas,pocket flower pattern fitness-jacket black,a1129070,2020-11-06,2021-02-24,4days,O,Y,수요일,주중,02,110
467,Theory,four button jacket,a1147333,2021-02-23,2021-02-24,7days,O,Y,수요일,주중,02,1
468,Gucci,dionysos velvet chain shoulder bag navy,a1147337,2021-02-24,2021-02-24,4days,BA,Y,수요일,주중,02,0
469,Chanel,classic clutch black,a1147280,2021-02-23,2021-02-23,4days,BA,Y,화요일,주중,02,0
470,Prada,logo point suede bag burgundy,a1122302,2020-10-03,2021-02-23,4days,BA,Y,화요일,주중,02,143
471,Theory,strap basic pattern singlebreasted-jacket black,a1146637,2021-02-16,2021-02-23,4days,O,N,화요일,주중,02,7
472,Bulgari,serpenti bag green,a1109893,2020-07-30,2021-02-23,7days,BA,Y,화요일,주중,02,208
473,Escada,button basic pattern sweater beige,a1145482,2021-02-04,2021-02-23,7days,T,Y,화요일,주중,02,19
474,Saint Laurent,monogram chain wallet bag black,a1137370,2020-12-16,2021-02-23,4days,BA,Y,화요일,주중,02,69
475,It michaa,button check pattern H-Line dress black,a1137370,2020-12-16,2021-02-23,4days,D,Y,화요일,주중,02,69
476,Fendi,ribbon basic pattern sweater khaki,a1146204,2021-02-12,2021-02-23,7days,T,Y,화요일,주중,02,11
477,Chanel,classic logo chain shoulder bag white,a1144400,2021-01-25,2021-02-23,4days,BA,Y,화요일,주중,02,29
478,Michael Michael Kors,belt basic pattern padding-outer black,a15568,2018-08-02,2021-02-23,4days,O,Y,화요일,주중,02,936
479,Gucci,lettering pattern sweater black,a1138399,2020-12-19,2021-02-23,7days,T,Y,화요일,주중,02,66
480,Sandro,button basic pattern H-Line dress,a17062,2018-08-19,2021-02-23,4days,D,Y,화요일,주중,02,919
481,Time,pocket basic pattern coat black,a17062,2018-08-19,2021-02-23,4days,O,Y,화요일,주중,02,919
482,Fendi,ff logo point cross bag black,a1147223,2021-02-22,2021-02-23,4days,BA,Y,화요일,주중,02,1
483,Chanel,vintage mini cross body,a1147205,2021-02-22,2021-02-23,7days,BA,Y,화요일,주중,02,1
484,Gucci,dionysus cross bag black,a1114429,2020-08-19,2021-02-23,7days,BA,Y,화요일,주중,02,188
485,Saint Laurent,chevron quilted cross bag beige,a1124332,2020-10-14,2021-02-23,4days,BA,Y,화요일,주중,02,132
486,Saint Laurent,chevron quilted cross bag black,a1147032,2021-02-21,2021-02-23,4days,BA,Y,화요일,주중,02,2
487,Becla,pocket detail ribbon belted blouse,a1147201,2021-02-22,2021-02-23,7days,T,N,화요일,주중,02,1
488,Gucci,logo pointed cross bag,a1101645,2020-05-26,2021-02-23,4days,BA,N,화요일,주중,02,273
489,Yves Saint Laurent,monogram envelope chain cross bag,a1147247,2021-02-23,2021-02-23,4days,BA,Y,화요일,주중,02,0
490,Pure DKNY,string shirt dress white,a1147233,2021-02-23,2021-02-23,7days,D,Y,화요일,주중,02,0
491,Gucci,logo pointed cross bag black,a1146955,2021-02-20,2021-02-23,7days,BA,Y,화요일,주중,02,3
492,Saint Laurent,muse bag blue,a1147199,2021-02-22,2021-02-22,7days,BA,Y,월요일,주중,02,0
493,Ambush,high neck hoodie jumper black,a153797,2019-11-04,2021-02-22,4days,O,Y,월요일,주중,02,476
494,Miu Miu,matelasse cross body bag black,a153797,2019-11-04,2021-02-22,4days,BA,Y,월요일,주중,02,476
495,Gucci,dionysus cross bag green,a1147181,2021-02-22,2021-02-22,4days,BA,Y,월요일,주중,02,0
496,Burberry London,button check pattern pants,a1143498,2021-01-17,2021-02-22,4days,B,Y,월요일,주중,02,36
497,Jill Stuart,button basic pattern doublebreasted-jacket black,a1110856,2020-08-09,2021-02-22,4days,O,Y,월요일,주중,02,197
498,Dolce & Gabbana,puff sleeve flower pattern dress,a1144449,2021-01-25,2021-02-22,4days,D,Y,월요일,주중,02,28
499,Hacie,button stripe pattern shirts mint,a153183,2019-11-01,2021-02-22,4days,T,Y,월요일,주중,02,479
500,A.P.C.,half round cross bag black,a1147170,2021-02-22,2021-02-22,4days,BA,Y,월요일,주중,02,0
501,Sandro,punching lace dress white,a1145944,2021-02-09,2021-02-22,4days,D,Y,월요일,주중,02,13
502,Mojosphine,pintuck dress yellow,a1145316,2021-02-03,2021-02-22,4days,D,Y,월요일,주중,02,19
503,Mixed,stripe pattern long vest gray & wrap detail stripe pattern wide pants,a1145316,2021-02-03,2021-02-22,4days,TP,Y,월요일,주중,02,19
504,Maje,lace flower pattern A-Line dress pink,a1145316,2021-02-03,2021-02-22,4days,D,Y,월요일,주중,02,19
505,Jigott,button basic pattern cashmere singlebreasted-coat black,a199421,2020-05-04,2021-02-22,4days,O,Y,월요일,주중,02,294
506,Maison Kitsune,button basic pattern wool cardigan grey,a1146851,2021-02-18,2021-02-22,4days,T,Y,월요일,주중,02,4
507,Gucci,marmont gg logo quilted bag Black,a1147123,2021-02-21,2021-02-22,4days,BA,N,월요일,주중,02,1
508,Burberry,button basic pattern jacket black,a1146928,2021-02-19,2021-02-22,7days,O,N,월요일,주중,02,3
509,Thom Browne,button stripe pattern cashmere sweater grey,a1147142,2021-02-22,2021-02-22,7days,T,Y,월요일,주중,02,0
510,Escada,belt point trench coat green,a1146366,2021-02-14,2021-02-22,4days,O,Y,월요일,주중,02,8
511,Sandro,lace yoke detail dress black,a1146366,2021-02-14,2021-02-22,4days,D,Y,월요일,주중,02,8
512,Fendi,fur detail peekaboo mini red,a1146366,2021-02-14,2021-02-22,4days,BA,Y,월요일,주중,02,8
513,Kenzo,balloon sleeve flower pattern knit dress,a1146366,2021-02-14,2021-02-22,4days,D,Y,월요일,주중,02,8
514,Gucci,mamont chain mini cross bag black,a1134951,2020-12-03,2021-02-22,4days,BA,Y,월요일,주중,02,81
515,Kenzo,big eye leather cross bag black,a1147125,2021-02-22,2021-02-22,4days,BA,Y,월요일,주중,02,0
516,Gucci,mammont cross bag multi,a1147098,2021-02-21,2021-02-21,7days,BA,Y,일요일,휴일,02,0
517,Gucci,mammont chain wallet bag black,a1147046,2021-02-21,2021-02-21,7days,BA,Y,일요일,휴일,02,0
518,Jill Stuart,lace flower pattern shirt-dress nude,a1147023,2021-02-20,2021-02-21,4days,D,Y,일요일,휴일,02,1
519,Burberry,belt basic pattern trench-coat beige,a1146827,2021-02-18,2021-02-21,7days,O,Y,일요일,휴일,02,3
520,Gucci,marmont GG logo quilted bag black,a1146707,2021-02-17,2021-02-20,7days,BA,Y,토요일,휴일,02,3
521,Louis Vuitton,monogram eva clutch,a1146942,2021-02-19,2021-02-19,4days,BA,Y,금요일,주중,02,0
522,Jigott,lace dress skyblue,a1146852,2021-02-18,2021-02-19,7days,D,N,금요일,주중,02,1
523,Mixed,no collar simple jacket& crease slacks ivory,a1146852,2021-02-18,2021-02-19,7days,TP,N,금요일,주중,02,1
524,Mixed,button check pattern jacket yellow & pocket check pattern slacks yellow,a1146852,2021-02-18,2021-02-19,7days,TP,N,금요일,주중,02,1
525,Cos,ribbon basic pattern A-Line wrap-dress blue,a1146852,2021-02-18,2021-02-19,7days,D,N,금요일,주중,02,1
526,Max Mara,strap basic pattern wrap-coat black,a158147,2019-11-24,2021-02-19,7days,O,Y,금요일,주중,02,453
527,Saint Laurent,lou cross bag black,a1146923,2021-02-19,2021-02-19,7days,BA,Y,금요일,주중,02,0
528,Yves Saint Laurent,stripe wool jacket charcoal,a1125983,2020-10-22,2021-02-19,4days,O,Y,금요일,주중,02,120
529,Cos,pleats pocket wool skirt brown,a1125983,2020-10-22,2021-02-19,4days,B,Y,금요일,주중,02,120
530,Gucci,padlock GG canvas shoulder bag,a1146641,2021-02-16,2021-02-19,7days,BA,Y,금요일,주중,02,3
531,Nobis,hoodie basic pattern padding-outer charcoal,a1146834,2021-02-18,2021-02-19,4days,O,Y,금요일,주중,02,1
532,Fendi,dotcom bag black1,a1145444,2021-02-04,2021-02-19,7days,BA,Y,금요일,주중,02,15
533,Burberry,belt basic pattern padding-outer black,a1141418,2021-01-06,2021-02-19,7days,O,Y,금요일,주중,02,44
534,Delvaux,brillant GM satchel bag,a154665,2019-11-08,2021-02-19,4days,BA,Y,금요일,주중,02,469
535,Sandro,lace detail pointed dress multi,a1146011,2021-02-10,2021-02-19,4days,D,N,금요일,주중,02,9
536,Yves Saint Laurent,chevron quilting cross bag black,a1146710,2021-02-17,2021-02-19,7days,BA,Y,금요일,주중,02,2
537,Michaa,ruffle basic pattern A-Line dress black,a1146755,2021-02-17,2021-02-19,4days,D,N,금요일,주중,02,2
538,Miu Miu,matelasse chain mini bag pink,a1146872,2021-02-18,2021-02-19,7days,BA,Y,금요일,주중,02,1
539,Chanel,grand-shopping caviar cream,a1107269,2020-07-05,2021-02-19,7days,BA,Y,금요일,주중,02,229
540,Gucci,padlock GG canvas shoulder bag,a1146881,2021-02-18,2021-02-18,4days,BA,N,목요일,주중,02,0
541,Kenzo,animal print pattern top white,a1146778,2021-02-18,2021-02-18,7days,T,Y,목요일,주중,02,0
542,Mixed,waffle bulky knit & wool slim skirt,a1146854,2021-02-18,2021-02-18,7days,TP,Y,목요일,주중,02,0
543,Chanel,2.55 classic patent bag navy,a1137358,2020-12-16,2021-02-18,7days,BA,Y,목요일,주중,02,64
544,Saint Laurent,chevron quilted cross bag black,a1146859,2021-02-18,2021-02-18,4days,BA,Y,목요일,주중,02,0
545,Saint Laurent,mini sunset chain bag black,a1146856,2021-02-18,2021-02-18,7days,BA,Y,목요일,주중,02,0
546,Christian Dior,bobby bag black,a1145434,2021-02-04,2021-02-18,7days,BA,Y,목요일,주중,02,14
547,Gucci,unique vintage web mini cross bag,a1146554,2021-02-16,2021-02-18,7days,BA,Y,목요일,주중,02,2
548,Moncler,shirring blouson jumper khaki,a1146554,2021-02-16,2021-02-18,7days,O,Y,목요일,주중,02,2
549,Burberry,classic logo cross bag brown,a1112718,2020-08-16,2021-02-18,4days,BA,Y,목요일,주중,02,186
550,Saint Laurent,matlase monogram bag gray,a1146787,2021-02-18,2021-02-18,7days,BA,Y,목요일,주중,02,0
551,Prada,color strap shoulder bag navy,a1146831,2021-02-18,2021-02-18,4days,BA,Y,목요일,주중,02,0
552,Chanel,boy chanel clutch black,a1146817,2021-02-18,2021-02-18,4days,BA,Y,목요일,주중,02,0
553,Cesare Paciotti,new cubo satchel small black 1,a1146783,2021-02-18,2021-02-18,4days,BA,Y,목요일,주중,02,0
554,Hacie,strap basic pattern coat black,a1146783,2021-02-18,2021-02-18,4days,O,Y,목요일,주중,02,0
555,Chanel,patent small beige,a145963,2019-10-08,2021-02-18,4days,BA,Y,목요일,주중,02,499
556,Yves Saint Laurent,collège medium cross bag,a1122447,2020-10-04,2021-02-18,7days,BA,Y,목요일,주중,02,137
557,Gucci,dionysus cross bag beige,a1146823,2021-02-18,2021-02-18,4days,BA,N,목요일,주중,02,0
558,Stella Mccartney,falabella box mini bag navy,a1146417,2021-02-15,2021-02-18,4days,BA,Y,목요일,주중,02,3
559,Jill Stuart,lovely lace dress salmon,a1146417,2021-02-15,2021-02-18,4days,D,Y,목요일,주중,02,3
560,Gucci,basic pattern A-Line dress cream,a1126491,2020-10-24,2021-02-18,4days,D,Y,목요일,주중,02,117
561,Gucci,leather pointed half sleeve dress,a1145696,2021-02-06,2021-02-18,7days,D,Y,목요일,주중,02,12
562,Ava Molli,robe check coat brown,a1146744,2021-02-17,2021-02-18,7days,O,Y,목요일,주중,02,1
563,Jill Stuart,stripe quilted padding jumper black,a1145314,2021-02-03,2021-02-18,4days,O,Y,목요일,주중,02,15
564,Louis Vuitton,monogram two way bag brown,a1145314,2021-02-03,2021-02-18,4days,BA,Y,목요일,주중,02,15
565,Saint Laurent,quilted calfskin shoulder bag,a1146790,2021-02-18,2021-02-18,7days,BA,Y,목요일,주중,02,0
566,MYEYEKO,pocket herringbone pattern wool doublebreasted-coat brown,a1146757,2021-02-17,2021-02-18,7days,O,Y,목요일,주중,02,1
567,Chanel,classic flap clutch,a146699,2019-10-12,2021-02-18,4days,BA,Y,목요일,주중,02,495
568,Burberry,vintage check and leather cross bag black,a1146752,2021-02-17,2021-02-17,4days,BA,Y,수요일,주중,02,0
569,Louis Vuitton,verni mini clutch chain bag black,a1145662,2021-02-06,2021-02-17,4days,BA,Y,수요일,주중,02,11
570,Mine,basic pattern A-Line wool dress grey,a1146380,2021-02-14,2021-02-17,7days,D,Y,수요일,주중,02,3
571,Chanel,quilted cross body bag black,a1145680,2021-02-06,2021-02-17,7days,BA,Y,수요일,주중,02,11
572,Thom Browne,button stripe pattern singlebreasted-jacket navy,a1146738,2021-02-17,2021-02-17,7days,O,Y,수요일,주중,02,0
573,Valentino,rockstud tote bag black,a1146728,2021-02-17,2021-02-17,4days,BA,Y,수요일,주중,02,0
574,Jigott,slit neck slim line dress black,a1146692,2021-02-17,2021-02-17,4days,D,Y,수요일,주중,02,0
575,Gucci,vintage web round cross bag black,a1146694,2021-02-17,2021-02-17,4days,BA,Y,수요일,주중,02,0
576,Dewl,basic pattern knit-dress brown,a1144839,2021-01-29,2021-02-17,7days,D,N,수요일,주중,02,19
577,Louis Vuitton,monogram shoulder bag black,a1114134,2020-08-19,2021-02-17,4days,BA,Y,수요일,주중,02,182
578,Minimarket black,two tone color sleeveless mermaid dress,a1127845,2020-10-31,2021-02-17,4days,D,Y,수요일,주중,02,109
579,Helmut Lang,button basic pattern blazer black,a1127845,2020-10-31,2021-02-17,4days,O,Y,수요일,주중,02,109
580,Celine,leather chain bag brown,a1135622,2020-12-06,2021-02-17,4days,BA,Y,수요일,주중,02,73
581,Gucci,mamont chain bag black,a1146311,2021-02-14,2021-02-17,4days,BA,Y,수요일,주중,02,3
582,Celine,cabas tote bag black,a1146530,2021-02-15,2021-02-17,4days,BA,Y,수요일,주중,02,2
583,Luv is True,corduroy quilted padding jumper yellow,a1146675,2021-02-17,2021-02-17,7days,O,Y,수요일,주중,02,0
584,Thom Browne,fringe detail check pattern coat,a1104494,2020-06-15,2021-02-17,4days,O,Y,수요일,주중,02,247
585,It michaa,flower pattern sheer long dress,a1146672,2021-02-17,2021-02-17,4days,D,Y,수요일,주중,02,0
586,Saint Laurent,chevron quilted cross bag black,a1146672,2021-02-17,2021-02-17,4days,BA,Y,수요일,주중,02,0
587,Celine,classic box black,a1146661,2021-02-17,2021-02-17,7days,BA,N,수요일,주중,02,0
588,Louis Vuitton,damier ebene cross bag brown,a1146602,2021-02-16,2021-02-17,4days,BA,Y,수요일,주중,02,1
589,Gucci,mamont chain bag red,a1146640,2021-02-16,2021-02-17,4days,BA,Y,수요일,주중,02,1
590,Chanel,matelasse mademoiselle clutch bag black,a1146652,2021-02-17,2021-02-17,7days,BA,Y,수요일,주중,02,0
591,Valentino,garavani leather clutch brown,a1143078,2021-01-14,2021-02-17,4days,BA,Y,수요일,주중,02,34
592,Collabotory,shirring detail yoke velvet dress,a19897,2018-10-13,2021-02-16,4days,D,N,화요일,주중,02,857
593,Marni,trunk mini saffiano bag black,a1136426,2020-12-11,2021-02-16,4days,BA,Y,화요일,주중,02,67
594,Chanel,small logo quilted cross body bag black,a1146399,2021-02-14,2021-02-16,7days,BA,Y,화요일,주중,02,2
595,Louis Vuitton,logo chain tote bag black,a1146489,2021-02-15,2021-02-16,4days,BA,N,화요일,주중,02,1
596,Gucci,button flower pattern H-Line dress lavender,a1146304,2021-02-13,2021-02-16,4days,D,Y,화요일,주중,02,3
597,Chanel,basic logo tote bag black 2,a1146600,2021-02-16,2021-02-16,7days,BA,N,화요일,주중,02,0
598,Gucci,mamont chain bag black,a1132235,2020-11-22,2021-02-16,4days,BA,Y,화요일,주중,02,86
599,Louis Vuitton,verni clutch chain bag pink,a1146297,2021-02-13,2021-02-16,4days,BA,Y,화요일,주중,02,3
600,Chanel,boy chanel clutch black,a1146624,2021-02-16,2021-02-16,4days,BA,Y,화요일,주중,02,0
601,Thom Browne,button stripe pattern wool cardigan black,a1145916,2021-02-09,2021-02-16,4days,O,Y,화요일,주중,02,7
602,Goyard,senat GM clutch bag brown,a194275,2020-04-06,2021-02-16,4days,BA,Y,화요일,주중,02,316
603,Time,basic pattern H-Line dress blue,a1146453,2021-02-15,2021-02-16,4days,D,Y,화요일,주중,02,1
604,Rimowa,topaz 52.,a1146589,2021-02-16,2021-02-16,7days,BA,Y,화요일,주중,02,0
605,Gucci,graphics pattern sweat-shirts ivory,a1146579,2021-02-16,2021-02-16,4days,T,Y,화요일,주중,02,0
606,Gucci,microssima emily mini bag black,a1146514,2021-02-15,2021-02-16,4days,BA,Y,화요일,주중,02,1
607,Louis Vuitton,neonoe escale rainbow,a1146576,2021-02-16,2021-02-16,4days,BA,Y,화요일,주중,02,0
608,Gucci,mixed pattern ribbon jacket multi,a1146476,2021-02-15,2021-02-16,4days,T,Y,화요일,주중,02,1
609,Louis Vuitton,boite chapeau souple cross bag,a1146573,2021-02-16,2021-02-16,7days,BA,Y,화요일,주중,02,0
610,Gucci,jackie 1961 hobo bag brown,a1113847,2020-08-18,2021-02-16,7days,BA,Y,화요일,주중,02,182
611,Prada,zipper detail cape padding jumper,a1146569,2021-02-16,2021-02-16,4days,O,Y,화요일,주중,02,0
612,Prada,striped strap cross bag,a1142928,2021-01-14,2021-02-16,7days,BA,Y,화요일,주중,02,33
613,Burberry Brit,button check pattern shirts beige,a1146516,2021-02-15,2021-02-16,4days,T,Y,화요일,주중,02,1
614,Vivienne Westwood,herringbone pattern crop coat,a14106,2018-04-07,2021-02-16,4days,O,Y,화요일,주중,02,1046
615,Mojosphine,peplum tweed pattern H-Line dress black,a14106,2018-04-07,2021-02-16,4days,D,Y,화요일,주중,02,1046
616,Gucci,dionysus cross bag,a1146549,2021-02-16,2021-02-16,7days,BA,Y,화요일,주중,02,0
617,Frontrow x maison marais,brooch basic pattern jacket black,a1144233,2021-01-23,2021-02-16,4days,O,Y,화요일,주중,02,24
618,Gucci,GG marmont quilted-leather belt bag,a1143874,2021-01-20,2021-02-16,7days,BA,Y,화요일,주중,02,27
619,Chanel,zipper detail bucket tote bag,a1146535,2021-02-16,2021-02-16,4days,BA,Y,화요일,주중,02,0
620,Gucci,microssima emily mini bag cream,a1146393,2021-02-14,2021-02-15,4days,BA,Y,월요일,주중,02,1
621,Gucci,snake monogram bag beige,a1146392,2021-02-14,2021-02-15,7days,BA,Y,월요일,주중,02,1
622,Diane von Furstenberg,button check pattern A-Line wrap-dress black,a185627,2020-03-01,2021-02-15,7days,D,Y,월요일,주중,02,351
623,Paule Ka,pocket basic pattern jacket pink,a1146292,2021-02-13,2021-02-15,7days,O,N,월요일,주중,02,2
624,Louis Vuitton,chain pattern twist cross bag,a1146289,2021-02-13,2021-02-15,7days,BA,Y,월요일,주중,02,2
625,Burberry,stripe pattern blouse brown,a1140430,2020-12-29,2021-02-15,4days,T,Y,월요일,주중,02,48
626,Saint Laurent,chevron quilted bag black,a184158,2020-02-22,2021-02-15,4days,BA,Y,월요일,주중,02,359
627,Sandro,ribbon basic pattern H-Line dress navy,a1131828,2020-11-20,2021-02-15,4days,D,Y,월요일,주중,02,87
628,Reneevon,punching flower pattern H-Line dress black,a1145222,2021-02-02,2021-02-15,4days,D,Y,월요일,주중,02,13
629,Dolly Girl Anna Sui,square neck flower pattern dress,a1145222,2021-02-02,2021-02-15,4days,D,Y,월요일,주중,02,13
630,Louis Vuitton,epi tote bag black,a1146244,2021-02-13,2021-02-15,7days,BA,Y,월요일,주중,02,2
631,Prada,gradation color padding jumper,a1146458,2021-02-15,2021-02-15,7days,O,Y,월요일,주중,02,0
632,Gucci,sylvie mini chain ribbon bag red,a1146180,2021-02-12,2021-02-15,7days,BA,Y,월요일,주중,02,3
633,Chanel,color block logo clutch 2,a1146354,2021-02-14,2021-02-15,4days,BA,Y,월요일,주중,02,1
634,Prada,top handle corssbody bag black,a1135906,2020-12-08,2021-02-15,7days,BA,Y,월요일,주중,02,69
635,Chanel,pocket tweed pattern cashmere coat pink,a1146377,2021-02-14,2021-02-15,7days,O,Y,월요일,주중,02,1
636,Chanel,boy chanel clutch black,a1146377,2021-02-14,2021-02-15,7days,BA,Y,월요일,주중,02,1
637,Miu Miu,vintage mood slim collar coat,a1146155,2021-02-12,2021-02-14,7days,O,Y,일요일,휴일,02,2
638,Prada,pionniere bag brown,a1146306,2021-02-13,2021-02-14,7days,BA,Y,일요일,휴일,02,1
639,Louis Vuitton,verni shoulder bag purple,a1145891,2021-02-09,2021-02-14,7days,BA,Y,일요일,휴일,02,5
640,Saint Laurent,monogram chain wallet bag black,a1146283,2021-02-13,2021-02-14,4days,BA,N,일요일,휴일,02,1
641,Michaa,black line point belt dress white,a1146132,2021-02-11,2021-02-14,7days,D,Y,일요일,휴일,02,3
642,Convexo Concave,button basic pattern shirts black,a1145686,2021-02-06,2021-02-14,4days,T,Y,일요일,휴일,02,8
643,Convexo Concave,pleats flower pattern doublebreasted-jacket black,a1145686,2021-02-06,2021-02-14,4days,O,Y,일요일,휴일,02,8
644,Boss,button stripe pattern dress-shirts navy,a1145686,2021-02-06,2021-02-14,4days,T,Y,일요일,휴일,02,8
645,Gucci,wood handle dionysus bag,a1146305,2021-02-13,2021-02-14,4days,BA,Y,일요일,휴일,02,1
646,Gucci,dionysos velvet chain shoulder bag navy,a1146300,2021-02-13,2021-02-13,7days,BA,Y,공휴일,휴일,02,0
647,Saint Laurent,leather tassel cross body bag gray,a1141632,2021-01-08,2021-02-13,4days,BA,N,공휴일,휴일,02,36
648,Balmain,strap basic pattern wool coat black,a145138,2019-10-04,2021-02-13,7days,O,Y,공휴일,휴일,02,498
649,Chanel,classic clutch black,a145138,2019-10-04,2021-02-13,7days,BA,Y,공휴일,휴일,02,498
650,Saint Laurent,chevron quilted cross bag beige,a1145376,2021-02-03,2021-02-13,4days,BA,N,공휴일,휴일,02,10
651,Wai Kei,pocket basic pattern padding-outer skyblue,a1146242,2021-02-13,2021-02-13,4days,O,N,공휴일,휴일,02,0
652,Louis Vuitton,vanity bag brown,a1146209,2021-02-12,2021-02-12,7days,BA,Y,공휴일,휴일,02,0
653,Dewl,rose printing dress black,a1146195,2021-02-12,2021-02-12,4days,D,Y,공휴일,휴일,02,0
654,Gucci,padlock GG canvas shoulder bag,a1146195,2021-02-12,2021-02-12,4days,BA,Y,공휴일,휴일,02,0
655,Michael Michael Kors,button basic pattern cardigan khaki,a1145897,2021-02-09,2021-02-12,7days,T,Y,공휴일,휴일,02,3
656,Balmain,double button long coat white,a1145383,2021-02-03,2021-02-12,7days,O,Y,공휴일,휴일,02,9
657,Thom Browne,button stripe pattern singlebreasted-jacket navy,a1143602,2021-01-17,2021-02-12,7days,O,Y,공휴일,휴일,02,26
658,Louis Vuitton,epi tote bag black,a1146147,2021-02-12,2021-02-12,7days,BA,N,공휴일,휴일,02,0
659,Maison Margiela,5ac tote bag brown,a1145853,2021-02-08,2021-02-11,7days,BA,Y,공휴일,휴일,02,3
660,Louis Vuitton,very shoulder bag black,a1145931,2021-02-09,2021-02-10,4days,BA,Y,수요일,주중,02,1
661,System,fur detail coat beige 2,a1146001,2021-02-10,2021-02-10,4days,O,Y,수요일,주중,02,0
662,Fendi,regular 2jours black,a1145924,2021-02-09,2021-02-10,4days,BA,Y,수요일,주중,02,1
663,Calvin Klein,basic pattern H-Line halterneck-dress black,a1110007,2020-07-31,2021-02-09,7days,D,Y,화요일,주중,02,193
664,EYEYE,slit check pattern H-Line knit-dress black,a1145809,2021-02-07,2021-02-09,7days,D,Y,화요일,주중,02,2
665,Thom Browne,button stripe pattern cashmere sweater grey,a1140983,2021-01-03,2021-02-09,7days,T,Y,화요일,주중,02,37
666,Opening Ceremony,stripe pattern top black,a1103749,2020-06-09,2021-02-09,4days,T,Y,화요일,주중,02,245
667,Burberry London,belt basic pattern coat black,a185716,2020-03-01,2021-02-09,7days,O,N,화요일,주중,02,345
668,Prada,daino crossbody bag pink,a190885,2020-03-27,2021-02-09,4days,BA,Y,화요일,주중,02,319
669,Beaker,drop shoulder coat yellow,a177202,2020-01-25,2021-02-09,7days,O,Y,화요일,주중,02,381
670,El estilo de Claire,X strap shirring dress black,a1103838,2020-06-10,2021-02-09,4days,D,Y,화요일,주중,02,244
671,Fayewoo,see-through lace detail tunic dress black,a1144425,2021-01-25,2021-02-09,4days,D,Y,화요일,주중,02,15
672,Louis Vuitton,alma epi pm tote bag black,a1144425,2021-01-25,2021-02-09,4days,BA,Y,화요일,주중,02,15
673,Molliolli,pocket basic pattern fur-outer beige,a1144607,2021-01-26,2021-02-09,7days,O,Y,화요일,주중,02,14
674,Prada,front button check pattern jacket,a145344,2019-10-05,2021-02-09,4days,O,Y,화요일,주중,02,493
675,Louis Vuitton,favorite MM shoulder bag,a1145908,2021-02-09,2021-02-09,7days,BA,Y,화요일,주중,02,0
676,Olive des Olive,modern mood coat black,a1145908,2021-02-09,2021-02-09,4days,O,Y,화요일,주중,02,0
677,Dolce & Gabbana,strap basic pattern jacket navy,a1145658,2021-02-06,2021-02-09,4days,O,Y,화요일,주중,02,3
678,Celine,drop shoulder boxy coat,a1145899,2021-02-09,2021-02-09,4days,O,Y,화요일,주중,02,0
679,Fendi,belt motive clutch bag,a1145887,2021-02-08,2021-02-09,7days,BA,Y,화요일,주중,02,1
680,Fendi,peekaboo tote bag beige,a1145888,2021-02-09,2021-02-09,4days,BA,Y,화요일,주중,02,0
681,Louis Vuitton,logo enamel clutch black,a1145082,2021-02-01,2021-02-08,4days,BA,Y,월요일,주중,02,7
682,Miu Miu,madras leather crossbody black,a1145644,2021-02-06,2021-02-08,4days,BA,Y,월요일,주중,02,2
683,Canada Goose,high neck padding vest,a155710,2019-11-13,2021-02-08,4days,O,Y,월요일,주중,02,453
684,Christian Dior,vintage blue coat,a1145822,2021-02-08,2021-02-08,7days,O,Y,월요일,주중,02,0
685,Max Mara,pocket graphics pattern cardigan brown,a1145822,2021-02-08,2021-02-08,4days,O,Y,월요일,주중,02,0
686,Chloe,drew bag red,a1145822,2021-02-08,2021-02-08,7days,BA,Y,월요일,주중,02,0
687,Max Mara,strap basic pattern wrap-coat black,a1145400,2021-02-03,2021-02-08,7days,O,Y,월요일,주중,02,5
688,Thom Browne,slit stripe pattern wool top grey,a1145107,2021-02-01,2021-02-08,7days,T,Y,월요일,주중,02,7
689,Saint Laurent,matlase monogram bag black,a1145834,2021-02-08,2021-02-08,4days,BA,Y,월요일,주중,02,0
690,Gucci,leather point cross bag,a1145830,2021-02-08,2021-02-08,4days,BA,N,월요일,주중,02,0
691,Gucci,GG supreme clutch brown,a156051,2019-11-14,2021-02-08,4days,BA,Y,월요일,주중,02,452
692,Chanel,boy caviar quilted cluth black,a1145545,2021-02-05,2021-02-08,7days,BA,Y,월요일,주중,02,3
693,Rebecca Minkoff,bell line slip dress black,a1145581,2021-02-05,2021-02-08,4days,D,Y,월요일,주중,02,3
694,Vince,pocket basic pattern fur-outer brown,a1145581,2021-02-05,2021-02-08,4days,O,Y,월요일,주중,02,3
695,Bottega Veneta,basic pattern H-Line dress black,a1145581,2021-02-05,2021-02-08,4days,D,Y,월요일,주중,02,3
696,Gucci,GG marmont shoulder bag pink,a1145762,2021-02-07,2021-02-07,7days,BA,Y,일요일,휴일,02,0
697,Chanel,quilted enamel shoulder bag burgundy,a138391,2019-09-05,2021-02-07,7days,BA,Y,일요일,휴일,02,521
698,Chanel,tweed jacket brown,a1145719,2021-02-07,2021-02-07,7days,O,Y,일요일,휴일,02,0
699,Prada,tweed texture chain bag,a1145528,2021-02-05,2021-02-07,7days,BA,Y,일요일,휴일,02,2
