,brandnm,goodsnm,USER,reg_date,order_date,p_type,sub_type,app_yn,days,day_type,month,How_long
1168,Reiss,basic pattern H-Line dress blue,a1149542,2021-03-16,2021-03-17,4days,D,Y,수요일,주중,03,1
1169,BCBG Max Azria,basic pattern H-Line dress navy,a1149542,2021-03-16,2021-03-17,4days,D,Y,수요일,주중,03,1
1170,Sandro,ruffle basic pattern mermaid dress white,a1149542,2021-03-16,2021-03-17,4days,D,Y,수요일,주중,03,1
1171,& Other Stories,pattern pointed frill dress black,a1148466,2021-03-07,2021-03-17,4days,D,Y,수요일,주중,03,10
1172,Yves Saint Laurent,cabas chyc large black 2,a1149756,2021-03-17,2021-03-17,4days,BA,Y,수요일,주중,03,0
1173,Louis Vuitton,alma epi pm tote bag black,a1149746,2021-03-17,2021-03-17,4days,BA,Y,수요일,주중,03,0
1174,Chanel,none collar double breasted jacket red,a1148769,2021-03-09,2021-03-17,4days,O,Y,수요일,주중,03,8
1175,Delvaux,brillant GM satchel bag black,a1148167,2021-03-04,2021-03-17,4days,BA,Y,수요일,주중,03,13
1176,Saint Laurent,lou cross bag black,a152831,2019-10-31,2021-03-17,4days,BA,Y,수요일,주중,03,503
1177,Red Valentino,White clutch bag,a1114314,2020-08-19,2021-03-17,4days,BA,Y,수요일,주중,03,210
1178,Max Mara,gather mermaid skirt black,a1149207,2021-03-13,2021-03-17,4days,B,Y,수요일,주중,03,4
1179,Rogervivier,classic chain tote bag cream,a1149207,2021-03-13,2021-03-17,4days,BA,Y,수요일,주중,03,4
1180,Gucci,dionysus cross bag,a158561,2019-11-26,2021-03-17,7days,BA,Y,수요일,주중,03,477
1181,Chloe,daria tote bag brown,a1148266,2021-03-05,2021-03-17,4days,BA,Y,수요일,주중,03,12
1182,Saint Laurent,chevron quilted cross bag beige,a1149527,2021-03-15,2021-03-17,7days,BA,Y,수요일,주중,03,2
1183,Louis Vuitton,alma epi pm tote bag navy,a1149390,2021-03-15,2021-03-17,7days,BA,Y,수요일,주중,03,2
1184,Saint Laurent,chevron quilted cross bag black,a1149569,2021-03-16,2021-03-17,7days,BA,Y,수요일,주중,03,1
1185,Louis Vuitton,flap monogram clutch bag,a1149540,2021-03-16,2021-03-17,4days,BA,Y,수요일,주중,03,1
1186,Louis Vuitton,very shoulder bag black,a1149696,2021-03-16,2021-03-16,7days,BA,Y,화요일,주중,03,0
1187,Saint Laurent,monogram clutch black,a1149690,2021-03-16,2021-03-16,4days,BA,Y,화요일,주중,03,0
1188,Burberry,lettering pattern t-shirts white,a1135283,2020-12-05,2021-03-16,4days,T,Y,화요일,주중,03,101
1189,Nice Claup,pocket check pattern coat grey,a1149677,2021-03-16,2021-03-16,7days,O,Y,화요일,주중,03,0
1190,Valentino,rockstud tote bag black,a1149671,2021-03-16,2021-03-16,7days,BA,Y,화요일,주중,03,0
1191,L’ vir,slit neck detail collar dress white,a1149658,2021-03-16,2021-03-16,7days,D,Y,화요일,주중,03,0
1192,Chanel,boy chanel clutch black,a1149382,2021-03-14,2021-03-16,7days,BA,Y,화요일,주중,03,2
1193,Gucci,scarf tote bag,a1149658,2021-03-16,2021-03-16,7days,BA,Y,화요일,주중,03,0
1194,Miu Miu,buckle detail tote bag orange,a1149584,2021-03-16,2021-03-16,4days,BA,Y,화요일,주중,03,0
1195,Debb,ruffle lace dress black,a1149657,2021-03-16,2021-03-16,4days,D,Y,화요일,주중,03,0
1196,Gucci,logo pointed cross bag black,a1149652,2021-03-16,2021-03-16,7days,BA,Y,화요일,주중,03,0
1197,Maje,button basic pattern blouse white,a174780,2020-01-17,2021-03-16,4days,T,Y,화요일,주중,03,424
1198,El estilo de Claire,gather basic pattern blouse white,a174780,2020-01-17,2021-03-16,4days,T,Y,화요일,주중,03,424
1199,Stay with me,black point flower dress multi,a177228,2020-01-25,2021-03-16,4days,D,Y,화요일,주중,03,416
1200,Gucci,dionysus cross bag beige,a1149614,2021-03-16,2021-03-16,7days,BA,Y,화요일,주중,03,0
1201,Saint Laurent,quilted shoulder bag black,a1149582,2021-03-16,2021-03-16,4days,BA,Y,화요일,주중,03,0
1202,Gucci,mixed pattern knit top multi,a1114447,2020-08-20,2021-03-16,4days,T,Y,화요일,주중,03,208
1203,Ralph Lauren,button basic pattern blazer blue,a1149600,2021-03-16,2021-03-16,4days,O,Y,화요일,주중,03,0
1204,Salvatore Ferragamo,vara leather cross bag black,a1149604,2021-03-16,2021-03-16,4days,BA,N,화요일,주중,03,0
1205,Gucci,monogram backpack brown,a1149535,2021-03-16,2021-03-16,7days,BA,N,화요일,주중,03,0
1206,Mixed,lace pattern top pink & lace pattern skirt pink,a1149269,2021-03-14,2021-03-16,4days,TP,N,화요일,주중,03,2
1207,Jill Stuart,check button dress red,a1149591,2021-03-16,2021-03-16,4days,D,N,화요일,주중,03,0
1208,Celine,Luggage pink bag,a1149580,2021-03-16,2021-03-16,7days,BA,Y,화요일,주중,03,0
1209,Louis Vuitton,favorite MM shoulder bag,a1149547,2021-03-16,2021-03-16,7days,BA,Y,화요일,주중,03,0
1210,Lucky Chouette,band basic pattern slacks navy,a1149519,2021-03-15,2021-03-16,7days,B,N,화요일,주중,03,1
1211,Gucci,flap cross bag black,a1149522,2021-03-15,2021-03-16,4days,BA,Y,화요일,주중,03,1
1212,Victoria Bay,basic pattern H-Line dress nude,a182736,2020-02-15,2021-03-15,4days,D,Y,월요일,주중,03,394
1213,Burberry,classic trench coat beige,a1148361,2021-03-06,2021-03-15,4days,O,Y,월요일,주중,03,9
1214,Gucci,logo pointed cross bag,a1148361,2021-03-06,2021-03-15,4days,BA,Y,월요일,주중,03,9
1215,Fendi,stripe pattern two way bucket bag brown,a1110964,2020-08-10,2021-03-15,4days,BA,N,월요일,주중,03,217
1216,Sandro,hoodie basic pattern coat beige,a1110964,2020-08-10,2021-03-15,4days,O,N,월요일,주중,03,217
1217,Gucci,mammont chain wallet bag black,a1149163,2021-03-13,2021-03-15,7days,BA,Y,월요일,주중,03,2
1218,Saint Laurent,monogram clutch navy,a1149501,2021-03-15,2021-03-15,4days,BA,Y,월요일,주중,03,0
1219,Chanel,boy chanel clutch black,a1149475,2021-03-15,2021-03-15,4days,BA,Y,월요일,주중,03,0
1220,Yves Saint Laurent,kate chain bag red,a1149413,2021-03-15,2021-03-15,7days,BA,Y,월요일,주중,03,0
1221,Stefanel,pocket basic pattern slacks black,a1147934,2021-03-01,2021-03-15,4days,B,Y,월요일,주중,03,14
1222,Saint Laurent,monogram shoulder bag brown,a1147934,2021-03-01,2021-03-15,4days,BA,Y,월요일,주중,03,14
1223,Calvin Klein,pocket basic pattern slacks black,a1147934,2021-03-01,2021-03-15,4days,B,Y,월요일,주중,03,14
1224,Prada,logo point suede bag burgundy,a1149465,2021-03-15,2021-03-15,7days,BA,Y,월요일,주중,03,0
1225,Burberry,basic pattern sweat-shirts ivory,a1149457,2021-03-15,2021-03-15,7days,T,Y,월요일,주중,03,0
1226,Prada,saffiano cross chain bag black,a1146676,2021-02-17,2021-03-15,4days,BA,Y,월요일,주중,03,26
1227,Dior,croisiere patent lady bag,a1149454,2021-03-15,2021-03-15,7days,BA,Y,월요일,주중,03,0
1228,Gucci,mamont chain mini cross bag black,a1149434,2021-03-15,2021-03-15,7days,BA,Y,월요일,주중,03,0
1229,Bottega Veneta,basic pattern H-Line dress black,a1107740,2020-07-09,2021-03-15,7days,D,Y,월요일,주중,03,249
1230,Gucci,dionysus cross bag beige,a1149124,2021-03-12,2021-03-15,7days,BA,Y,월요일,주중,03,3
1231,Balmain,zipper stripe jacket black,a1149258,2021-03-13,2021-03-14,4days,O,Y,일요일,휴일,03,1
1232,Self-portrait,ribbon basic pattern slacks black,a1149258,2021-03-13,2021-03-14,4days,B,Y,일요일,휴일,03,1
1233,Louis Vuitton,chain pattern twist cross bag,a1149258,2021-03-13,2021-03-14,4days,BA,Y,일요일,휴일,03,1
1234,Burberry London,lettering pattern t-shirts black,a1149258,2021-03-13,2021-03-14,4days,T,Y,일요일,휴일,03,1
1235,Chanel,quilted shoulder bag black,a1149324,2021-03-14,2021-03-14,7days,BA,Y,일요일,휴일,03,0
1236,Gucci,leather point cross bag,a1149307,2021-03-14,2021-03-14,7days,BA,Y,일요일,휴일,03,0
1237,Chloe,raglan coat black,a19983,2018-10-15,2021-03-14,4days,O,Y,일요일,휴일,03,881
1238,Vanessa Bruno,pop knitted long cardigan cream,a1149222,2021-03-13,2021-03-13,7days,O,Y,토요일,휴일,03,0
1239,Saint Laurent,monogram cross body bag black,a1136565,2020-12-11,2021-03-13,4days,BA,Y,토요일,휴일,03,92
1240,Gucci,super mini sylvie white,a1120046,2020-09-17,2021-03-13,4days,BA,Y,토요일,휴일,03,177
1241,Louis Vuitton,epi tote bag black,a1149203,2021-03-13,2021-03-13,7days,BA,Y,토요일,휴일,03,0
1242,Lucky Chouette,strap check pattern singlebreasted-coat red,a188580,2020-03-15,2021-03-13,7days,O,N,토요일,휴일,03,363
1243,Valentino,garavani crossboady bag red,a1149170,2021-03-13,2021-03-13,7days,BA,Y,토요일,휴일,03,0
1244,Chanel,classic logo chain shoulder bag white,a1149168,2021-03-13,2021-03-13,7days,BA,Y,토요일,휴일,03,0
1245,Yves Saint Laurent,monogram envelope chain cross bag,a1149135,2021-03-12,2021-03-13,7days,BA,Y,토요일,휴일,03,1
1246,Tory Burch,pleats basic pattern A-Line dress black,a1148836,2021-03-10,2021-03-12,7days,D,Y,금요일,주중,03,2
1247,Thom Browne,button stripe pattern wool cardigan black,a1149134,2021-03-12,2021-03-12,4days,O,Y,금요일,주중,03,0
1248,Yves Saint Laurent,kate small monogram bag black,a1147974,2021-03-02,2021-03-12,4days,BA,Y,금요일,주중,03,10
1249,BCBG,pleats basic pattern H-Line dress deeppink,a1148861,2021-03-10,2021-03-12,4days,D,N,금요일,주중,03,2
1250,Max Mara,basic pattern coat,a1146605,2021-02-16,2021-03-12,7days,O,Y,금요일,주중,03,24
1251,SYZ,double button flare dress black,a143752,2019-09-28,2021-03-12,4days,D,Y,금요일,주중,03,531
1252,Prada,saffiano lux chain bag,a1148775,2021-03-09,2021-03-12,7days,BA,Y,금요일,주중,03,3
1253,Louis Vuitton,logo chain tote bag black,a1148909,2021-03-10,2021-03-12,7days,BA,N,금요일,주중,03,2
1254,Louis Vuitton,verni shoulder bag purple,a1148768,2021-03-09,2021-03-12,4days,BA,Y,금요일,주중,03,3
1255,Saint Laurent,chevron quilting cross bag cream,a1148824,2021-03-10,2021-03-12,7days,BA,Y,금요일,주중,03,2
1256,Gucci,dionysus cross bag black,a1149062,2021-03-12,2021-03-12,4days,BA,Y,금요일,주중,03,0
1257,Gucci,GG marmont belt bag black,a1148717,2021-03-09,2021-03-12,4days,BA,Y,금요일,주중,03,3
1258,Tommy Hilfiger,basic stripe shirts red,a167022,2019-12-18,2021-03-11,4days,T,Y,목요일,주중,03,449
1259,Kenzo,embroidery graphics pattern hoodie white,a1148377,2021-03-06,2021-03-11,7days,T,N,목요일,주중,03,5
1260,Gucci,printing pattern sweat-shirts grey,a1148377,2021-03-06,2021-03-11,7days,T,N,목요일,주중,03,5
1261,Nain,pleats ribbon dress pink,a1148857,2021-03-10,2021-03-11,7days,D,Y,목요일,주중,03,1
1262,Frontrow,slit basic pattern A-Line dress brown,a1148569,2021-03-07,2021-03-11,4days,D,Y,목요일,주중,03,4
1263,Louis Vuitton,epi tote bag black,a1149023,2021-03-11,2021-03-11,4days,BA,Y,목요일,주중,03,0
1264,Chloe,drew bag beige,a1148373,2021-03-06,2021-03-11,4days,BA,Y,목요일,주중,03,5
1265,Burberry,basic pattern wool sweater navy,a1149010,2021-03-11,2021-03-11,4days,T,Y,목요일,주중,03,0
1266,Saint Laurent,mini sunset chain bag black,a1148855,2021-03-10,2021-03-11,7days,BA,Y,목요일,주중,03,1
1267,Gucci,dionysos velvet chain shoulder bag navy,a1137244,2020-12-15,2021-03-11,7days,BA,Y,목요일,주중,03,86
1268,Gucci,GG pattern cross body bag beige,a1148946,2021-03-11,2021-03-11,7days,BA,Y,목요일,주중,03,0
1269,Christian Dior,ribbon draping cap sleeve dress,a1148957,2021-03-11,2021-03-11,4days,D,Y,목요일,주중,03,0
1270,Prada,top handle corssbody bag black,a1148935,2021-03-11,2021-03-11,7days,BA,Y,목요일,주중,03,0
1271,Margarin fingers,ribbon check pattern wrap-skirt,a1116225,2020-08-24,2021-03-11,4days,B,Y,목요일,주중,03,199
1272,El estilo de Claire,brooch basic pattern top red,a1116225,2020-08-24,2021-03-11,4days,T,Y,목요일,주중,03,199
1273,Christian Dior,silver detailed cross bag black,a1148938,2021-03-11,2021-03-11,7days,BA,Y,목요일,주중,03,0
1274,Chee U,dots pattern H-Line dress black,a1148934,2021-03-11,2021-03-11,7days,D,Y,목요일,주중,03,0
1275,Saint Laurent,monogram cross body bag black,a1148921,2021-03-11,2021-03-11,7days,BA,Y,목요일,주중,03,0
1276,Cesare Paciotti,fonte clutch,a111030,2018-11-03,2021-03-11,4days,BA,N,목요일,주중,03,859
1277,Andersson Bell,pocket basic pattern H-Line dress khaki,a111030,2018-11-03,2021-03-11,4days,D,N,목요일,주중,03,859
1278,Valentino,studded two way bag black,a137904,2019-09-03,2021-03-11,4days,BA,Y,목요일,주중,03,555
1279,Salvatore Ferragamo,sophia gancini tote bag,a1148393,2021-03-06,2021-03-10,4days,BA,Y,수요일,주중,03,4
1280,Burberry,button basic pattern top black,a1127412,2020-10-28,2021-03-10,4days,T,Y,수요일,주중,03,133
1281,Salon De yohn,drop shoulder single denim jacket,a165561,2019-12-14,2021-03-10,4days,O,Y,수요일,주중,03,452
1282,Gucci,flap cross bag grey,a1148865,2021-03-10,2021-03-10,7days,BA,Y,수요일,주중,03,0
1283,Recto.,basic pattern H-Line dress black,a1107261,2020-07-05,2021-03-10,4days,D,N,수요일,주중,03,248
1284,Burberry,vintage check shoulder bag,a1148134,2021-03-03,2021-03-10,4days,BA,Y,수요일,주중,03,7
1285,Celine,lined zip-up jumper black,a1148885,2021-03-10,2021-03-10,4days,O,Y,수요일,주중,03,0
1286,Chanel,boy flab bag,a1148876,2021-03-10,2021-03-10,7days,BA,Y,수요일,주중,03,0
1287,Sandro,lace high neck dress skyblue,a128624,2019-06-09,2021-03-10,4days,D,Y,수요일,주중,03,640
1288,It michaa,basic pattern H-Line dress white,a1148535,2021-03-07,2021-03-10,4days,D,Y,수요일,주중,03,3
1289,Prada,saffiano leather mini crossbody bag,a1127412,2020-10-28,2021-03-10,4days,BA,Y,수요일,주중,03,133
1290,Cos,basic pattern dress black,a1146695,2021-02-17,2021-03-10,4days,D,N,수요일,주중,03,21
1291,Time,jewerly neck dress black,a1148854,2021-03-10,2021-03-10,4days,D,N,수요일,주중,03,0
1292,Burberry,belt basic pattern trench-coat beige,a187924,2020-03-11,2021-03-10,7days,O,N,수요일,주중,03,364
1293,Valentino,pocket basic pattern slacks navy,a187924,2020-03-11,2021-03-10,7days,B,N,수요일,주중,03,364
1294,Max Mara,stripe pattern H-Line shirt-dress blue,a187924,2020-03-11,2021-03-10,7days,D,N,수요일,주중,03,364
1295,Max Mara,gather basic pattern A-Line dress yellow,a187924,2020-03-11,2021-03-10,7days,D,N,수요일,주중,03,364
1296,Etro,basic pattern top beige,a187924,2020-03-11,2021-03-10,7days,T,N,수요일,주중,03,364
1297,Dolce & Gabbana,pocket basic pattern jeans blue,a187924,2020-03-11,2021-03-10,7days,B,N,수요일,주중,03,364
1298,SJYP,belt basic pattern trench-coat beige,a187447,2020-03-09,2021-03-10,4days,O,N,수요일,주중,03,366
1299,Burberry London,basic pattern t-shirts navy,a187447,2020-03-09,2021-03-10,4days,T,N,수요일,주중,03,366
1300,System,pocket basic pattern slacks navy,a187447,2020-03-09,2021-03-10,4days,B,N,수요일,주중,03,366
1301,Gucci,dionysus shoulder bag beige,a1148848,2021-03-10,2021-03-10,4days,BA,Y,수요일,주중,03,0
1302,Off White,button check pattern shirts red,a1145883,2021-02-08,2021-03-10,4days,T,N,수요일,주중,03,30
1303,Celine,luggage bag black,a1148575,2021-03-07,2021-03-10,4days,BA,Y,수요일,주중,03,3
1304,Theory,belt basic pattern coat ivory,a1146849,2021-02-18,2021-03-10,4days,O,Y,수요일,주중,03,20
1305,Celine,monogram cross body bag brown,a1148837,2021-03-10,2021-03-10,7days,BA,Y,수요일,주중,03,0
1306,Michaa,slit basic pattern skirt white,a1148795,2021-03-09,2021-03-10,4days,B,Y,수요일,주중,03,1
1307,Balmain,strap basic pattern wool coat black,a1148586,2021-03-08,2021-03-10,4days,O,Y,수요일,주중,03,2
1308,Gucci,flap cross bag black,a1148298,2021-03-05,2021-03-10,7days,BA,Y,수요일,주중,03,5
1309,Chanel,classic clutch black,a1148370,2021-03-06,2021-03-09,7days,BA,Y,화요일,주중,03,3
1310,Prada,quilted belt bag black,a1148428,2021-03-06,2021-03-09,4days,BA,N,화요일,주중,03,3
1311,Saint Laurent,chevron quilted cross bag black,a1135400,2020-12-05,2021-03-09,4days,BA,Y,화요일,주중,03,94
1312,Studio Tomboy,pocket check pattern jacket charcoal,a1148780,2021-03-09,2021-03-09,4days,O,Y,화요일,주중,03,0
1313,Gucci,padlock GG canvas chain bag 2,a1148482,2021-03-07,2021-03-09,7days,BA,Y,화요일,주중,03,2
1314,Michaa,belt basic pattern cashmere coat grey,a116510,2019-02-21,2021-03-09,7days,O,Y,화요일,주중,03,747
1315,Michaa,check pattern H-Line dress pink,a116510,2019-02-21,2021-03-09,7days,D,Y,화요일,주중,03,747
1316,Gucci,mamont chain bag black,a1148504,2021-03-07,2021-03-09,4days,BA,Y,화요일,주중,03,2
1317,Chanel,boy caviar quilted cluth black,a1146368,2021-02-14,2021-03-09,7days,BA,Y,화요일,주중,03,23
1318,Gucci,button flower pattern H-Line dress lavender,a1148501,2021-03-07,2021-03-09,7days,D,N,화요일,주중,03,2
1319,Yves Saint Laurent,chevron pattern chain bag beige,a153939,2019-11-05,2021-03-09,7days,BA,Y,화요일,주중,03,490
1320,Saint Laurent,monogram mini universal bag black,a1148747,2021-03-09,2021-03-09,7days,BA,Y,화요일,주중,03,0
1321,Oh L,pleats detail chevron yoke dress,a1148750,2021-03-09,2021-03-09,4days,D,Y,화요일,주중,03,0
1322,MSGM,pocket stripe pattern A-Line dress,a1147050,2021-02-21,2021-03-09,4days,D,Y,화요일,주중,03,16
1323,Gucci,lettering pattern sweater black,a1148745,2021-03-09,2021-03-09,4days,T,Y,화요일,주중,03,0
1324,Louis Vuitton,monogram eva clutch,a1148078,2021-03-03,2021-03-09,7days,BA,N,화요일,주중,03,6
1325,Louis Vuitton,verni mini clutch chain bag brown,a1138484,2020-12-20,2021-03-09,7days,BA,Y,화요일,주중,03,79
1326,It michaa,button basic pattern coat grey,a1148551,2021-03-07,2021-03-09,4days,O,N,화요일,주중,03,2
1327,Christian Dior,letter pointed tote bag,a1114519,2020-08-20,2021-03-09,4days,BA,Y,화요일,주중,03,201
1328,Gucci,GG soho chain clutch bag black,a1147854,2021-02-28,2021-03-09,4days,BA,Y,화요일,주중,03,9
1329,System,over sized wool coat black,a158170,2019-11-24,2021-03-09,4days,O,Y,화요일,주중,03,471
1330,Anna Sui,unique pattern puff sleeve dress,a111093,2018-11-05,2021-03-09,4days,D,Y,화요일,주중,03,855
1331,Gucci,padlock GG canvas shoulder bag,a1147230,2021-02-22,2021-03-09,7days,BA,Y,화요일,주중,03,15
1332,Louis Vuitton,monogram clutch brown,a1148708,2021-03-09,2021-03-09,4days,BA,Y,화요일,주중,03,0
1333,Chanel,classic clutch black,a192716,2020-04-02,2021-03-09,4days,BA,Y,화요일,주중,03,341
1334,Ralph Lauren,gather flower pattern H-Line wrap-dress,a1145617,2021-02-06,2021-03-09,4days,D,Y,화요일,주중,03,31
1335,Gucci,jackie 1961 hobo bag ivory,a196908,2020-04-18,2021-03-09,7days,BA,Y,화요일,주중,03,325
1336,Calvin Klein Jeans,stitch basic pattern jacket black,a1148643,2021-03-08,2021-03-08,7days,O,Y,월요일,주중,03,0
1337,Maje,lace texture flared dress pink,a1148439,2021-03-06,2021-03-08,4days,D,Y,월요일,주중,03,2
1338,Maje,lace zigzag pattern A-Line dress white,a1148439,2021-03-06,2021-03-08,4days,D,Y,월요일,주중,03,2
1339,Jill Stuart,ethic lace see through dress,a1148473,2021-03-07,2021-03-08,7days,D,Y,월요일,주중,03,1
1340,Gucci,dionysus cross bag green,a1102582,2020-05-31,2021-03-08,4days,BA,Y,월요일,주중,03,281
1341,Gucci,sylvie leather mini chain bag black,a192423,2020-04-01,2021-03-08,7days,BA,Y,월요일,주중,03,341
1342,Chanel,matelasse mademoiselle clutch bag black,a191314,2020-03-28,2021-03-08,7days,BA,Y,월요일,주중,03,345
1343,Yves Saint Laurent,belle de jour clutch bag,a1148642,2021-03-08,2021-03-08,7days,BA,Y,월요일,주중,03,0
1344,Chanel,classic clutch black,a1148485,2021-03-07,2021-03-08,7days,BA,Y,월요일,주중,03,1
1345,Frontrow,button basic pattern jacket black,a161609,2019-12-07,2021-03-08,4days,O,Y,월요일,주중,03,457
1346,Chanel,boy chanel crossbody bag black,a1148192,2021-03-04,2021-03-08,4days,BA,Y,월요일,주중,03,4
1347,Pearly gates golf,pocket basic pattern padding-outer pink,a1148459,2021-03-07,2021-03-08,4days,O,Y,월요일,주중,03,1
1348,Gucci,jacquard shoulder tote bag,a1148176,2021-03-04,2021-03-07,4days,BA,Y,일요일,휴일,03,3
1349,Prada,logo hobo bag black,a1147639,2021-02-26,2021-03-07,4days,BA,Y,일요일,휴일,03,9
1350,Lucky Chouette,high neck hood wind breaker,a157879,2019-11-23,2021-03-07,7days,O,Y,일요일,휴일,03,470
1351,Lucky Chouette,pleats detail sailor collar dress green,a157879,2019-11-23,2021-03-07,7days,D,Y,일요일,휴일,03,470
1352,Lucky Chouette,button basic pattern coat black,a157879,2019-11-23,2021-03-07,7days,O,Y,일요일,휴일,03,470
1353,Bourie,basic pattern sweat-shirts black,a157879,2019-11-23,2021-03-07,7days,T,Y,일요일,휴일,03,470
1354,Ted Baker,knit flare dress red,a168758,2019-12-27,2021-03-07,7days,D,Y,일요일,휴일,03,436
1355,Chanel,broach point cross bag khaki,a1148181,2021-03-04,2021-03-07,7days,BA,Y,일요일,휴일,03,3
1356,Celine,cabas tote bag black,a1148363,2021-03-06,2021-03-06,7days,BA,Y,토요일,휴일,03,0
1357,Saint Laurent,chevron quilted cross bag black,a1148129,2021-03-03,2021-03-06,7days,BA,N,토요일,휴일,03,3
1358,Mulberry,bayswater dark brown tote bag 2,a1135907,2020-12-08,2021-03-06,4days,BA,Y,토요일,휴일,03,88
1359,Gucci,GG marmont belt bag bluegreen,a1147245,2021-02-23,2021-03-06,7days,BA,Y,토요일,휴일,03,11
1360,Fendi,two way bucket bag white,a147785,2019-10-16,2021-03-06,7days,BA,Y,토요일,휴일,03,507
1361,Burberry,check pattern flap tote bag,a1147456,2021-02-24,2021-03-06,7days,BA,Y,토요일,휴일,03,10
1362,Salvatore Ferragamo,vara leather cross bag black,a1147505,2021-02-25,2021-03-05,4days,BA,Y,금요일,주중,03,8
1363,OiOi,stripe pattern sweater,a1145140,2021-02-01,2021-03-05,4days,T,Y,금요일,주중,03,32
1364,Bottega Veneta,intrecciato cross body bag green,a1146029,2021-02-10,2021-03-05,7days,BA,Y,금요일,주중,03,23
1365,Off White,lettering point bag white,a1148102,2021-03-03,2021-03-05,4days,BA,Y,금요일,주중,03,2
1366,Jill Stuart,basic pattern H-Line knit-dress navy,a1140303,2020-12-28,2021-03-05,4days,D,Y,금요일,주중,03,67
1367,Thom Browne,button basic pattern jacket grey,a1123895,2020-10-12,2021-03-05,7days,O,Y,금요일,주중,03,144
1368,Christian Dior,lucky badges handle bag black,a1148092,2021-03-03,2021-03-05,7days,BA,Y,금요일,주중,03,2
1369,Prada,unique pattern sweater multi,a175993,2020-01-20,2021-03-05,7days,T,Y,금요일,주중,03,410
1370,Bottega Veneta,foldover top cross bag black,a1148278,2021-03-05,2021-03-05,4days,BA,Y,금요일,주중,03,0
1371,SDI,pleats texture high neck blouse,a160964,2019-12-05,2021-03-05,4days,T,Y,금요일,주중,03,456
1372,Hacie,pocket basic pattern jacket black,a160964,2019-12-05,2021-03-05,4days,O,Y,금요일,주중,03,456
1373,Kenzo,graphics pattern sweat-shirts purple,a1132319,2020-11-22,2021-03-04,4days,T,Y,목요일,주중,03,102
1374,Fendi,geometric pattern H-Line dress brown,a1147915,2021-03-01,2021-03-04,4days,D,N,목요일,주중,03,3
1375,Jill Stuart,lovely lace dress salmon,a1148149,2021-03-03,2021-03-04,4days,D,N,목요일,주중,03,1
1376,Maje,lace detail long skirt black,a1135549,2020-12-06,2021-03-04,4days,B,Y,목요일,주중,03,88
1377,Saint Laurent,quilted calfskin shoulder bag,a1148237,2021-03-04,2021-03-04,4days,BA,N,목요일,주중,03,0
1378,Thom Browne,slit stripe pattern wool top grey,a1147218,2021-02-22,2021-03-04,7days,T,N,목요일,주중,03,10
1379,Delvaux,brillant GM satchel bag,a1147276,2021-02-23,2021-03-04,7days,BA,Y,목요일,주중,03,9
1380,Mixed,button check pattern jacket brown & pocket check pattern slacks brown,a1148229,2021-03-04,2021-03-04,4days,TP,N,목요일,주중,03,0
1381,Dior,croisiere patent lady bag,a1148229,2021-03-04,2021-03-04,4days,BA,N,목요일,주중,03,0
1382,ACNE STUDIOS,basic pattern wool sweater green,a1102794,2020-06-01,2021-03-04,7days,T,Y,목요일,주중,03,276
1383,Saint Laurent,chevron quilted cross bag black,a1148220,2021-03-04,2021-03-04,7days,BA,Y,목요일,주중,03,0
1384,Louis Vuitton,galliera gm Shoulder hobo Bag white,a1148221,2021-03-04,2021-03-04,7days,BA,Y,목요일,주중,03,0
1385,Sandro,gather flower pattern dress black,a1138700,2020-12-20,2021-03-04,4days,D,Y,목요일,주중,03,74
1386,Lucky Chouette,strap basic pattern wool wrap-coat grey,a133156,2019-07-02,2021-03-04,4days,O,Y,목요일,주중,03,611
1387,Jill Stuart,ribbon point collar dress multi,a1147956,2021-03-01,2021-03-04,4days,D,Y,목요일,주중,03,3
1388,Burberry,belt basic pattern coat pink,a1148086,2021-03-03,2021-03-04,4days,O,Y,목요일,주중,03,1
1389,Stay with me,black point flower dress multi,a1148208,2021-03-04,2021-03-04,4days,D,Y,목요일,주중,03,0
1390,Gucci,mamont bucket bag ivory,a1148057,2021-03-02,2021-03-04,7days,BA,Y,목요일,주중,03,2
1391,Gucci,logo pointed cross bag black,a1148205,2021-03-04,2021-03-04,4days,BA,Y,목요일,주중,03,0
1392,Maje,ribbon basic pattern cardigan black,a120004,2019-04-16,2021-03-04,7days,O,Y,목요일,주중,03,688
1393,Gucci,mamont chain mini cross bag black,a1148189,2021-03-04,2021-03-04,4days,BA,Y,목요일,주중,03,0
1394,Chanel,boy chanel clutch black,a1148185,2021-03-04,2021-03-04,7days,BA,Y,목요일,주중,03,0
1395,BEMUSE MANSION,basic pattern H-Line dress mint,a1134626,2020-12-01,2021-03-04,4days,D,Y,목요일,주중,03,93
1396,Gucci,wood handle dionysus bag,a1148179,2021-03-04,2021-03-04,4days,BA,N,목요일,주중,03,0
1397,Gucci,Mickeymouse Round Shoulder Bag,a1102068,2020-05-29,2021-03-04,7days,BA,Y,목요일,주중,03,279
1398,Sandro,pleats basic pattern A-Line dress beige,a1148070,2021-03-03,2021-03-04,7days,D,Y,목요일,주중,03,1
1399,Miu Miu,matelasse chain mini bag pink,a1148159,2021-03-03,2021-03-04,4days,BA,Y,목요일,주중,03,1
1400,Mixed,ribbon flower pattern top navy & flower pattern dress navy,a1147799,2021-02-28,2021-03-03,7days,TP,Y,수요일,주중,03,3
